InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
100418,S1349,Product 3826,16,2020-05-31,44.43,12026,Australia
100419,S4612,Product 362,9,2020-02-05,9.16,15610,United Kingdom
100420,S3088,Product 4892,17,2019-11-14,49.0,56240,United Kingdom
100421,S2840,Product 432,12,2020-05-03,49.43,29943,Australia
100422,S0336,Product 2723,2,2019-04-26,20.22,35420,Australia
100423,S4593,Product 4955,16,2020-11-10,49.4,13267,United Kingdom
100424,S0896,Product 3062,6,2020-10-28,43.52,27535,Netherlands
100425,S3547,Product 3224,2,2020-09-21,4.58,26823,Australia
100426,S0852,Product 1631,9,2019-06-08,47.39,35880,Germany
100427,S1688,Product 4672,5,2020-12-02,2.6,47874,France
100428,S1932,Product 4989,18,2020-06-21,9.5,45923,Germany
100429,S3747,Product 270,18,2020-03-29,29.44,58485,Spain
100430,S2428,Product 1124,10,2020-06-26,4.5,49334,Germany
100431,S1569,Product 3177,10,2019-01-12,8.51,16166,Australia
100432,S4001,Product 3393,10,2020-03-21,47.7,47258,France
100433,S2739,Product 4534,18,2019-02-28,49.74,17246,United Kingdom
100434,S3499,Product 1043,16,2019-08-06,40.01,34302,Germany
100435,S3914,Product 1642,6,2019-02-06,26.0,50272,Netherlands
100436,S1067,Product 2442,12,2020-06-19,45.06,24254,Australia
100437,S4381,Product 3298,4,2019-02-16,6.04,49154,Spain
100438,S2445,Product 1384,16,2019-05-02,47.17,40114,United Kingdom
100439,S4108,Product 3997,11,2020-07-01,17.9,19505,United Kingdom
100440,S3374,Product 15,1,2020-05-06,43.14,36752,United Kingdom
100441,S3970,Product 1675,5,2020-05-19,33.58,52232,Germany
100442,S2547,Product 3618,17,2019-03-24,48.03,52883,Netherlands
100443,S0754,Product 1481,11,2019-11-08,43.3,33959,Australia
100444,S2083,Product 1746,14,2019-08-18,44.45,11355,Australia
100445,S2775,Product 3047,9,2019-03-21,31.77,44032,France
100446,S2897,Product 4211,10,2019-01-17,41.74,27314,Spain
100447,S4186,Product 976,4,2019-01-11,37.98,31972,Netherlands
100448,S0776,Product 1686,2,2020-01-13,8.5,51372,Germany
100449,S1626,Product 2084,6,2020-08-14,32.61,38784,Spain
100450,S3070,Product 2290,3,2020-01-28,7.83,44971,Netherlands
100451,S0418,Product 1687,13,2019-03-15,43.54,55033,France
100452,S0115,Product 4159,12,2020-12-30,3.76,25662,France
100453,S0617,Product 509,18,2020-09-12,49.36,22712,United Kingdom
100454,S3975,Product 188,6,2020-04-28,20.33,44832,United Kingdom
100455,S3268,Product 2783,10,2020-05-08,8.95,38151,France
100456,S0826,Product 4189,6,2019-06-16,46.82,33592,United Kingdom
100457,S1517,Product 4101,5,2019-03-22,2.75,31125,United Kingdom
100458,S3147,Product 3510,15,2019-04-20,23.77,11963,France
100459,S0413,Product 3518,15,2020-03-06,38.63,56231,Spain
100460,S0729,Product 2073,12,2019-01-28,16.18,23365,Australia
100461,S3349,Product 98,9,2020-07-01,26.68,25047,France
100462,S2809,Product 1292,13,2019-12-19,35.17,19064,United Kingdom
100463,S0676,Product 3465,16,2020-07-15,47.62,16490,Spain
100464,S3466,Product 1788,2,2019-12-07,5.58,30254,United Kingdom
100465,S2505,Product 684,17,2019-11-29,8.28,35864,Germany
100466,S2968,Product 1133,9,2019-05-08,25.69,30177,United Kingdom
100467,S2787,Product 4123,19,2020-10-01,21.21,51780,Netherlands
100468,S1123,Product 3205,6,2020-11-20,20.83,59787,Netherlands
100469,S4080,Product 3124,4,2019-05-31,15.2,34577,Australia
100470,S1572,Product 3837,15,2020-11-23,28.25,29669,Australia
100471,S2144,Product 4877,18,2020-12-23,44.22,22691,Australia
100472,S1688,Product 1615,12,2020-10-11,8.47,35463,Australia
100473,S4133,Product 1042,12,2020-12-17,11.16,38419,Australia
100474,S3852,Product 2866,17,2019-01-22,33.71,37877,United Kingdom
100475,S3441,Product 855,7,2020-03-01,3.28,26043,United Kingdom
100476,S3767,Product 2027,5,2019-03-31,33.85,16973,Germany
100477,S2327,Product 1988,12,2019-09-18,16.07,29568,Spain
100478,S2915,Product 2551,17,2020-02-25,18.21,48035,Spain
100479,S4969,Product 240,2,2020-08-20,20.57,22211,Germany
100480,S3953,Product 490,4,2020-03-10,17.8,31637,France
100481,S0596,Product 3852,2,2020-04-10,42.14,53662,United Kingdom
100482,S0729,Product 1037,14,2019-12-15,47.33,18188,United Kingdom
100483,S1366,Product 1339,14,2020-02-07,27.63,49487,Netherlands
100484,S4493,Product 4781,13,2020-03-31,29.3,57613,Netherlands
100485,S0699,Product 3270,17,2019-10-10,3.99,40301,France
100486,S0396,Product 2555,17,2020-05-06,35.8,11955,Spain
100487,S4172,Product 3501,18,2020-08-31,29.41,56243,Spain
100488,S4361,Product 3863,3,2019-07-08,2.99,43114,Australia
100489,S2503,Product 1768,16,2019-03-09,10.32,51181,Australia
100490,S1820,Product 4709,19,2019-01-26,10.5,50058,Spain
100491,S0718,Product 162,6,2019-02-28,8.96,50924,United Kingdom
100492,S2783,Product 656,6,2019-03-18,33.1,16607,Netherlands
100493,S4947,Product 3007,18,2019-07-22,46.46,55477,Australia
100494,S3578,Product 4717,9,2019-10-22,38.27,43747,Australia
100495,S0144,Product 3507,18,2019-02-03,24.13,16188,United Kingdom
100496,S4981,Product 1257,6,2020-06-20,20.5,14285,France
100497,S3141,Product 2159,9,2020-09-26,19.63,34527,Germany
100498,S4492,Product 1952,18,2019-03-26,30.26,44516,Germany
100499,S2939,Product 750,16,2019-07-13,18.28,52193,Spain
100500,S3637,Product 709,13,2019-08-05,11.69,24952,Netherlands
100501,S3223,Product 1622,11,2019-12-18,30.34,12935,France
100502,S1168,Product 4137,8,2019-12-19,19.84,20846,United Kingdom
100503,S2617,Product 4656,17,2020-01-25,1.2,53031,France
100504,S1063,Product 466,9,2020-10-18,1.6,54805,France
100505,S2157,Product 3996,6,2019-10-21,14.07,46221,France
100506,S2983,Product 1101,1,2019-12-08,25.86,25853,Netherlands
100507,S3295,Product 1714,1,2019-10-24,18.03,41577,France
100508,S4730,Product 4586,13,2020-03-30,1.69,44798,Germany
100509,S1157,Product 117,7,2019-01-19,11.55,49411,Spain
100510,S0733,Product 2482,10,2020-10-17,5.27,16628,Australia
100511,S4331,Product 196,18,2019-02-03,47.46,59793,Australia
100512,S4847,Product 4715,6,2019-07-19,15.99,22825,France
100513,S0954,Product 1475,13,2020-04-18,1.23,58171,United Kingdom
100514,S2540,Product 2473,5,2020-12-14,33.2,15092,Germany
100515,S3325,Product 4130,15,2019-11-20,12.01,54544,France
100516,S3302,Product 3055,12,2020-11-19,28.55,17392,Netherlands
100517,S1543,Product 1275,11,2020-02-11,7.96,59930,France
100518,S1192,Product 3710,8,2020-10-03,49.21,51373,Spain
100519,S2994,Product 339,5,2019-08-13,48.53,14442,Australia
100520,S2682,Product 3512,8,2020-02-20,32.97,57210,Germany
100521,S1218,Product 4276,5,2019-07-01,35.51,22193,Spain
100522,S1541,Product 4718,10,2020-10-21,21.58,13814,Spain
100523,S3237,Product 3300,15,2019-03-18,48.13,37905,Netherlands
100524,S2387,Product 1657,6,2020-04-21,21.48,55661,Australia
100525,S3720,Product 643,18,2020-10-19,12.35,34303,France
100526,S1389,Product 1681,3,2020-03-29,6.21,47250,Spain
100527,S1857,Product 1351,9,2019-09-27,10.8,37006,Germany
100528,S1366,Product 619,10,2020-09-30,28.82,30637,France
100529,S0500,Product 1170,7,2019-03-31,12.63,12148,Spain
100530,S1681,Product 252,19,2019-03-17,32.89,51436,Australia
100531,S0511,Product 302,2,2019-07-08,19.42,13746,United Kingdom
100532,S4313,Product 3142,8,2019-06-15,44.4,24969,Australia
100533,S1325,Product 1567,7,2020-01-07,28.14,29685,Australia
100534,S1156,Product 3165,5,2019-05-14,31.32,48138,United Kingdom
100535,S1828,Product 3958,4,2019-08-24,28.05,31073,United Kingdom
100536,S3142,Product 2211,11,2019-06-21,44.34,50765,Spain
100537,S3487,Product 3153,10,2019-04-05,3.64,44279,Netherlands
100538,S1811,Product 3660,1,2019-08-12,3.83,17788,Spain
100539,S2924,Product 612,4,2020-06-23,35.24,23793,Germany
100540,S2215,Product 1944,6,2019-05-15,38.51,58620,Australia
100541,S4187,Product 74,18,2020-10-10,21.96,31029,Australia
100542,S0714,Product 2874,13,2019-08-13,17.94,30499,United Kingdom
100543,S3603,Product 4638,13,2019-01-19,14.26,12511,Australia
100544,S4135,Product 157,1,2020-10-17,12.1,17747,Spain
100545,S3523,Product 3559,4,2019-05-11,45.64,32024,United Kingdom
100546,S4269,Product 256,4,2019-04-12,15.11,50683,Germany
100547,S4749,Product 3111,18,2020-04-21,32.58,59549,Netherlands
100548,S4850,Product 1052,18,2019-11-06,39.46,40474,Netherlands
100549,S1244,Product 2418,18,2019-04-08,1.59,20205,Netherlands
100550,S3710,Product 2257,15,2020-04-06,2.18,43990,United Kingdom
100551,S1082,Product 2635,18,2019-10-09,16.99,19528,Spain
100552,S0456,Product 2897,15,2019-02-03,34.95,56085,France
100553,S4925,Product 1892,17,2019-09-22,13.41,26272,Germany
100554,S0895,Product 3684,5,2020-11-25,0.57,23580,United Kingdom
100555,S1385,Product 4412,11,2020-02-21,14.76,53578,Germany
100556,S1959,Product 3465,16,2020-02-07,4.96,41534,United Kingdom
100557,S3073,Product 2492,2,2019-10-22,11.36,50697,Netherlands
100558,S1997,Product 3740,17,2019-01-06,16.99,35979,Germany
100559,S4286,Product 1776,1,2019-10-06,6.84,52103,France
100560,S0505,Product 3937,18,2020-07-22,35.47,59689,Netherlands
100561,S1215,Product 1971,17,2019-04-19,13.17,16687,Netherlands
100562,S1532,Product 3720,18,2020-10-10,33.22,47815,France
100563,S3441,Product 3954,19,2020-09-27,30.15,51410,France
100564,S0824,Product 2493,5,2020-03-27,44.95,27802,Netherlands
100565,S0929,Product 4666,13,2019-04-21,4.85,29317,France
100566,S0134,Product 649,6,2019-11-30,11.12,53449,Australia
100567,S2106,Product 1641,13,2019-01-24,43.33,42563,Netherlands
100568,S3628,Product 4435,18,2020-06-08,41.2,41900,Spain
100569,S4781,Product 529,4,2020-07-24,10.01,21393,United Kingdom
100570,S1853,Product 2102,9,2019-07-12,5.83,11258,Australia
100571,S4911,Product 419,3,2019-02-07,42.88,21715,Spain
100572,S4176,Product 2353,8,2020-10-18,9.32,42735,United Kingdom
100573,S2934,Product 3510,13,2020-10-15,43.62,13120,United Kingdom
100574,S3285,Product 85,11,2020-04-09,48.08,16512,Spain
100575,S4299,Product 2300,10,2019-05-24,11.43,51364,United Kingdom
100576,S2812,Product 1752,11,2020-08-05,42.1,25468,United Kingdom
100577,S1251,Product 4222,3,2020-03-06,21.48,39791,Australia
100578,S3513,Product 2658,14,2019-03-17,39.54,23865,Australia
100579,S1257,Product 3976,14,2019-01-23,20.67,15807,Netherlands
100580,S3377,Product 2352,19,2020-05-02,3.98,43907,United Kingdom
100581,S3487,Product 3100,4,2020-09-15,35.78,51630,France
100582,S3585,Product 1290,1,2020-01-25,7.96,11661,United Kingdom
100583,S1397,Product 3124,2,2019-09-07,46.39,59536,Germany
100584,S3638,Product 2703,6,2019-01-30,21.18,44390,Netherlands
100585,S3331,Product 644,13,2020-06-17,4.56,48515,Netherlands
100586,S2704,Product 2906,14,2020-05-27,11.81,49414,United Kingdom
100587,S0471,Product 4068,1,2020-05-12,43.19,34132,Germany
100588,S1354,Product 4064,8,2019-05-04,16.39,31327,Australia
100589,S2784,Product 4670,18,2020-03-26,42.89,47066,Germany
100590,S2832,Product 2923,14,2020-09-07,9.03,34164,Netherlands
100591,S0358,Product 2022,2,2020-07-05,23.68,27082,Spain
100592,S3020,Product 3625,12,2020-04-29,43.97,47436,Germany
100593,S0668,Product 2871,1,2019-04-10,2.9,44525,United Kingdom
100594,S4469,Product 3119,15,2020-03-07,15.56,57851,Australia
100595,S1146,Product 137,11,2020-09-05,45.54,34694,France
100596,S4186,Product 4226,18,2019-12-31,30.03,31808,Spain
100597,S3720,Product 1219,17,2019-10-22,35.95,40504,United Kingdom
100598,S2746,Product 1018,3,2020-11-19,42.19,54773,United Kingdom
100599,S0540,Product 3701,15,2020-09-15,26.42,23511,Australia
100600,S2780,Product 4528,13,2020-11-24,42.35,40584,Spain
100601,S4965,Product 3141,3,2020-01-17,32.12,33316,Australia
100602,S4137,Product 3530,13,2019-01-19,34.44,59191,France
100603,S4836,Product 2588,9,2019-10-04,8.07,25303,Spain
100604,S3776,Product 2383,10,2019-03-16,46.98,33388,Netherlands
100605,S2509,Product 2606,1,2019-01-19,39.91,19805,United Kingdom
100606,S2780,Product 3088,2,2020-10-29,13.08,48501,Netherlands
100607,S0925,Product 3528,14,2020-10-16,29.21,19673,Netherlands
100608,S2957,Product 2558,5,2019-09-18,19.14,38378,Netherlands
100609,S1582,Product 209,10,2020-06-07,33.19,55300,France
100610,S3325,Product 3811,19,2020-05-07,49.69,18090,Australia
100611,S4486,Product 4154,8,2020-06-18,2.76,20087,United Kingdom
100612,S0256,Product 2008,13,2019-09-08,47.65,23561,Netherlands
100613,S4805,Product 2864,9,2019-11-01,4.08,43250,Netherlands
100614,S1839,Product 3377,18,2019-01-11,23.31,22707,Netherlands
100615,S1945,Product 1369,4,2019-04-05,24.36,38706,Germany
100616,S0010,Product 3801,8,2019-02-27,13.8,15620,United Kingdom
100617,S2872,Product 1038,5,2020-05-23,28.55,10292,Netherlands
100618,S0798,Product 4473,6,2019-04-22,41.78,58619,France
100619,S4973,Product 2291,5,2020-02-28,15.05,34715,Germany
100620,S1016,Product 993,1,2020-08-30,3.99,46760,Germany
100621,S1825,Product 2939,19,2019-09-23,31.8,21227,Australia
100622,S4470,Product 4511,4,2020-09-05,37.71,35406,Spain
100623,S3137,Product 394,1,2019-06-28,47.75,36998,France
100624,S2194,Product 3687,19,2020-07-10,8.4,51463,Spain
100625,S0224,Product 4825,4,2020-08-04,45.12,20705,Germany
100626,S4949,Product 358,14,2020-04-03,24.37,37913,Spain
100627,S4159,Product 4005,14,2019-02-10,12.17,17993,Australia
100628,S3926,Product 1182,9,2019-07-24,48.16,42870,Spain
100629,S4785,Product 2066,19,2020-09-06,12.3,15634,Spain
100630,S4001,Product 3903,11,2019-07-16,36.81,22996,Netherlands
100631,S1634,Product 3419,16,2020-11-23,39.35,36422,Germany
100632,S2153,Product 3130,19,2020-03-23,21.81,24285,Spain
100633,S0511,Product 155,4,2020-04-28,34.65,38972,Australia
100634,S0385,Product 3559,9,2020-07-11,28.84,13752,France
100635,S0405,Product 1555,17,2020-02-13,10.01,13423,Netherlands
100636,S4614,Product 487,15,2020-07-12,38.11,58809,Germany
100637,S4572,Product 1383,8,2019-09-04,46.44,40240,Germany
100638,S2001,Product 2416,13,2019-04-16,24.69,49749,United Kingdom
100639,S2757,Product 1071,1,2019-03-26,49.72,14573,Germany
100640,S1669,Product 2255,2,2020-07-23,21.68,56597,Spain
100641,S1461,Product 1507,10,2020-04-03,24.25,26257,United Kingdom
100642,S3637,Product 1876,13,2019-10-31,33.86,45993,Germany
100643,S2725,Product 2191,11,2019-10-24,9.7,28479,Netherlands
100644,S4810,Product 1071,14,2019-11-26,45.15,50671,Germany
100645,S4179,Product 191,16,2019-06-20,40.16,52052,Australia
100646,S2049,Product 140,6,2020-12-13,43.68,42175,Australia
100647,S4147,Product 4711,2,2020-05-04,30.67,20792,Netherlands
100648,S4781,Product 4011,5,2020-07-14,44.25,51066,Germany
100649,S0717,Product 3412,19,2019-06-26,34.16,31683,Germany
100650,S4545,Product 2973,7,2020-01-25,25.82,20510,Spain
100651,S4977,Product 1515,17,2020-08-05,46.62,18404,Germany
100652,S4584,Product 3121,5,2020-10-28,22.27,26740,Spain
100653,S1824,Product 3971,12,2019-09-12,25.28,34084,United Kingdom
100654,S2082,Product 4720,19,2019-06-27,8.89,48808,Germany
100655,S3420,Product 3525,18,2019-08-02,47.41,31200,Australia
100656,S1575,Product 1346,12,2020-09-24,11.44,56880,Spain
100657,S0250,Product 4183,3,2020-08-28,10.47,47672,Netherlands
100658,S0674,Product 1918,4,2019-12-08,5.51,11920,United Kingdom
100659,S4534,Product 4378,15,2019-05-31,22.94,52046,United Kingdom
100660,S2166,Product 3911,15,2019-07-23,14.04,38066,Netherlands
100661,S0771,Product 453,11,2020-07-31,37.17,38079,United Kingdom
100662,S3963,Product 4143,2,2019-09-27,15.72,17206,Netherlands
100663,S4364,Product 1612,18,2019-11-25,36.18,59299,France
100664,S1985,Product 3168,3,2019-04-19,10.2,28910,Spain
100665,S1078,Product 2079,18,2019-08-22,11.88,36789,Germany
100666,S0236,Product 2582,14,2019-12-12,40.41,28454,United Kingdom
100667,S0389,Product 2065,6,2020-05-21,18.87,10907,France
100668,S3038,Product 1259,2,2019-10-12,6.03,29717,Netherlands
100669,S4859,Product 4488,1,2020-10-06,48.09,57831,Germany
100670,S1849,Product 354,8,2020-12-26,9.28,23409,Netherlands
100671,S4720,Product 4401,10,2019-07-06,7.93,56560,Netherlands
100672,S2815,Product 3637,18,2019-03-18,18.24,39190,Netherlands
100673,S3375,Product 1564,11,2019-05-26,5.23,56898,United Kingdom
100674,S3279,Product 712,18,2019-03-12,8.2,12317,France
100675,S1253,Product 3503,16,2020-04-05,42.4,48627,United Kingdom
100676,S3982,Product 2733,5,2019-07-08,8.99,38397,Germany
100677,S4674,Product 4882,7,2019-12-31,6.02,26022,France
100678,S2123,Product 857,2,2020-01-03,44.06,13345,Germany
100679,S4531,Product 4273,11,2019-08-08,22.47,59372,United Kingdom
100680,S2151,Product 1430,13,2020-02-26,8.28,48467,Australia
100681,S4860,Product 2493,16,2020-10-04,29.29,37928,Spain
100682,S1330,Product 3199,14,2020-05-23,2.55,24880,Spain
100683,S1359,Product 3421,7,2019-04-28,21.66,12610,France
100684,S2483,Product 2069,7,2019-06-05,29.72,58918,Spain
100685,S4543,Product 4807,12,2020-03-13,47.88,14913,Netherlands
100686,S2018,Product 3492,12,2020-05-24,16.66,13732,Spain
100687,S1332,Product 152,1,2019-10-28,38.37,41718,Spain
100688,S4345,Product 3232,6,2020-03-02,7.07,10574,Netherlands
100689,S4262,Product 2907,8,2019-04-17,21.96,40841,Netherlands
100690,S1359,Product 3552,13,2020-02-21,11.55,33919,Germany
100691,S4638,Product 1467,5,2020-10-14,24.88,12586,United Kingdom
100692,S4855,Product 4192,10,2020-05-19,21.15,41952,France
100693,S3178,Product 3424,14,2020-03-16,49.0,39684,Netherlands
100694,S2129,Product 4058,9,2019-08-25,45.92,27682,France
100695,S2181,Product 2926,17,2020-10-06,29.32,21488,Germany
100696,S4893,Product 3666,3,2019-08-16,9.24,18249,Spain
100697,S0138,Product 4736,12,2019-08-20,28.07,28671,United Kingdom
100698,S3473,Product 3431,12,2019-01-08,39.71,27907,United Kingdom
100699,S2833,Product 1157,11,2019-10-27,2.38,17134,Netherlands
100700,S3580,Product 4208,4,2020-03-02,21.98,28830,Spain
100701,S3032,Product 3409,8,2019-12-03,2.61,58193,United Kingdom
100702,S4165,Product 1162,10,2019-05-12,12.58,46844,France
100703,S2594,Product 1260,14,2019-01-19,5.06,24817,Spain
100704,S4301,Product 4091,1,2020-11-04,48.05,12478,Australia
100705,S3819,Product 2842,12,2019-07-09,8.86,12093,Netherlands
100706,S4139,Product 3203,5,2020-08-15,7.93,18024,France
100707,S3824,Product 2982,14,2019-12-11,48.62,52991,United Kingdom
100708,S4043,Product 3555,4,2020-10-06,26.04,19930,France
100709,S1907,Product 3473,17,2020-09-19,38.02,50491,Spain
100710,S0761,Product 1225,13,2019-12-03,16.7,48514,France
100711,S3446,Product 4388,3,2019-05-19,26.88,31047,Netherlands
100712,S0900,Product 2390,11,2019-02-27,0.84,36755,United Kingdom
100713,S4456,Product 1015,11,2019-03-21,20.74,41012,France
100714,S2948,Product 4681,5,2019-08-19,27.98,19049,France
100715,S1720,Product 2027,6,2020-08-16,25.96,31364,Germany
100716,S0281,Product 3714,4,2019-08-26,20.59,50225,Spain
100717,S3267,Product 1493,10,2020-09-21,39.5,42079,Netherlands
100718,S1888,Product 4123,10,2019-01-03,25.33,40312,United Kingdom
100719,S3267,Product 1701,12,2019-04-26,31.99,31550,France
100720,S0667,Product 455,18,2020-09-13,9.64,42373,Germany
100721,S4189,Product 918,15,2020-10-08,43.14,45663,Spain
100722,S0672,Product 14,18,2019-07-22,18.46,44373,Netherlands
100723,S1970,Product 4375,3,2019-10-30,24.36,11568,Germany
100724,S4157,Product 490,3,2020-10-16,17.93,58177,Spain
100725,S3123,Product 985,1,2020-07-27,44.65,30238,Australia
100726,S4700,Product 961,17,2019-03-19,45.09,53795,United Kingdom
100727,S4778,Product 1783,10,2020-06-18,11.6,38107,Netherlands
100728,S3901,Product 1870,6,2020-05-20,37.76,48908,United Kingdom
100729,S0524,Product 3305,11,2020-11-06,5.59,53902,Spain
100730,S2394,Product 2645,14,2020-10-18,1.98,46951,France
100731,S3118,Product 4346,17,2019-10-05,41.91,41263,France
100732,S2594,Product 4836,7,2019-10-07,6.99,16632,Australia
100733,S1969,Product 3669,4,2019-06-04,8.16,41343,France
100734,S1754,Product 4402,11,2019-01-17,30.53,31229,United Kingdom
100735,S2297,Product 1826,19,2020-10-24,40.93,59675,United Kingdom
100736,S2262,Product 3308,9,2019-11-23,9.89,20510,United Kingdom
100737,S2287,Product 3363,8,2020-10-01,6.15,31690,France
100738,S4203,Product 3111,4,2019-05-05,4.33,39255,Spain
100739,S2879,Product 2766,16,2020-01-20,1.73,26131,Australia
